name,link,address,google_url,phone
Studio Luana Lazzarotto,https://studio-luana-lazzarotto.ueniweb.com/?utm_campaign=gmb,"Rua, Antônio Adriano Guerra, 92, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Studio+Luana+Lazzarotto/data=!4m7!3m6!1s0x951c199c66d62ac7:0x2f322795017c1906!8m2!3d-29.2986089!4d-51.4991304!16s%2Fg%2F11j97jvdhc!19sChIJxyrWZpwZHJURBhl8AZUnMi8?authuser=0&hl=pt-PT&rclk=1,+55 54 99985-9069
Larissa Mazocato - Sollievo Fisioterapia,,"R. Maurício Cardoso, 84 - salas 35 e 51 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Larissa+Mazocato+-+Sollievo+Fisioterapia/data=!4m7!3m6!1s0x951c194b1effa08d:0x7aa5800426ed50e6!8m2!3d-29.2985586!4d-51.5021657!16s%2Fg%2F11kqmwhyxs!19sChIJjaD_HksZHJUR5lDtJgSApXo?authuser=0&hl=pt-PT&rclk=1,+55 54 99125-1772
Sfoggia Odontologia,http://www.sfoggiaodontologia.com.br/,"R. XV de Novembro, 449 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Sfoggia+Odontologia/data=!4m7!3m6!1s0x951c19ef728a3427:0xa28f972573b19ded!8m2!3d-29.2968601!4d-51.5049301!16s%2Fg%2F1v9lcz4r!19sChIJJzSKcu8ZHJUR7Z2xcyWXj6I?authuser=0&hl=pt-PT&rclk=1,+55 54 3461-5457
Estética Vida,https://business.google.com/create?fp=11204842094604779818&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Maurício Cardoso, 10 - Sala 204 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Est%C3%A9tica+Vida/data=!4m7!3m6!1s0x951c19efcaf8e0af:0x9b7f9884ed43012a!8m2!3d-29.299326!4d-51.502023!16s%2Fg%2F11cnkwwz23!19sChIJr-D4yu8ZHJURKgFD7YSYf5s?authuser=0&hl=pt-PT&rclk=1,+55 54 3461-2012
CIS - Centro Integral De Saúde - Pilates e terapias,https://www.instagram.com/cis_pilates_e_terapias/,"Rua Alberto Pasqualini, 187 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/CIS+-+Centro+Integral+De+Sa%C3%BAde+-+Pilates+e+terapias/data=!4m7!3m6!1s0x951c19b0da609d57:0xbe71d4ce4180a271!8m2!3d-29.2918822!4d-51.5036109!16s%2Fg%2F11sfg69rwv!19sChIJV51g2rAZHJURcaKAQc7Ucb4?authuser=0&hl=pt-PT&rclk=1,+55 54 99701-7848
Dra. Monique Rohr Gelmini,https://business.google.com/create?fp=17222036852775179484&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Assis Brasil, 40 - 101 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Dra.+Monique+Rohr+Gelmini/data=!4m7!3m6!1s0x951c19ddcbe2f3c1:0xef00f7457659d4dc!8m2!3d-29.2988615!4d-51.5009236!16s%2Fg%2F11t2v6_yx3!19sChIJwfPiy90ZHJUR3NRZdkX3AO8?authuser=0&hl=pt-PT&rclk=1,
Espaço Marta Rocha,https://mrespacodebeleza.gendo.app/,"edifício Crisallo - R. Rio Branco, 346 - sala 03 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Espa%C3%A7o+Marta+Rocha/data=!4m7!3m6!1s0x951c199876c4090b:0x7b87c34b3859484d!8m2!3d-29.2977744!4d-51.5043666!16s%2Fg%2F11gvrr7nr9!19sChIJCwnEdpgZHJURTUhZOEvDh3s?authuser=0&hl=pt-PT&rclk=1,+55 54 99125-6512
Gabriela Käfer - Nutricionista em Carlos Barbosa: Emagrecimento e acompanhamento gestacional,https://instabio.cc/20821kvfHev,"R. Elisa Tramontina, 234 - Sala 201 - Centro, Carlos Barbosa - RS, 93410-090, Brasil",https://www.google.com/maps/place/Gabriela+K%C3%A4fer+-+Nutricionista+em+Carlos+Barbosa:+Emagrecimento+e+acompanhamento+gestacional/data=!4m7!3m6!1s0x951943d6463f5679:0xa7fda194b0cd369f!8m2!3d-29.2969454!4d-51.5015942!16s%2Fg%2F11jmvvqbt9!19sChIJeVY_RtZDGZURnzbNsJSh_ac?authuser=0&hl=pt-PT&rclk=1,+55 51 99318-1410
Jessica Bassani Beauty | Cílios & Sobrancelhas,http://www.jessicabassanibeauty.com.br/,"R. XV de Novembro, 445 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Jessica+Bassani+Beauty+%7C+C%C3%ADlios+%26+Sobrancelhas/data=!4m7!3m6!1s0x951c1983151a2a6d:0x49ec05dc06a72e92!8m2!3d-29.2987019!4d-51.5044278!16s%2Fg%2F11t_z8jm8h!19sChIJbSoaFYMZHJURki6nBtwF7Ek?authuser=0&hl=pt-PT&rclk=1,+55 54 99100-8717
Spazio Essence.,,"R. Rio Branco, 44 - sala 101 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Spazio+Essence./data=!4m7!3m6!1s0x951c195821e2028f:0x1566cab3be0e7276!8m2!3d-29.2979173!4d-51.5017164!16s%2Fg%2F11t_h2dtjt!19sChIJjwLiIVgZHJURdnIOvrPKZhU?authuser=0&hl=pt-PT&rclk=1,
Espaço Ellus,,"R. Humberto Accorsi, 230 - Sala 6 - Aurora, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Espa%C3%A7o+Ellus/data=!4m7!3m6!1s0x951c19fda85b13c1:0xcf2bd20ec1d961f8!8m2!3d-29.2942436!4d-51.4968525!16s%2Fg%2F11m9_dcd4q!19sChIJwRNbqP0ZHJUR-GHZwQ7SK88?authuser=0&hl=pt-PT&rclk=1,+55 54 99648-2135
Angélica Dalcin,https://business.google.com/create?fp=11136537397634157875&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Assis Brasil, 333 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Ang%C3%A9lica+Dalcin/data=!4m7!3m6!1s0x951c19eeb941474f:0x9a8cedc25dd64d33!8m2!3d-29.2992328!4d-51.5039755!16s%2Fg%2F1tvw62nc!19sChIJT0dBue4ZHJURM03WXcLtjJo?authuser=0&hl=pt-PT&rclk=1,+55 54 3461-4097
Jeyle Studio da Beleza e Bem-Estar,https://instagram.com/jeylestudio?igshid=YmMyMTA2M2Y=,"R. Elisa Tramontina, 338 - Loja 02 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/Jeyle+Studio+da+Beleza+e+Bem-Estar/data=!4m7!3m6!1s0x951c1986e26cff45:0x9e2ddbbefd68e935!8m2!3d-29.2961046!4d-51.5019295!16s%2Fg%2F11sjd96c8s!19sChIJRf9s4oYZHJURNelo_b7bLZ4?authuser=0&hl=pt-PT&rclk=1,+55 54 99956-7649
As Gurias do Pier,,"Av. Ivo Tramontina, 440 - Centro, Carlos Barbosa - RS, 95185-000, Brasil",https://www.google.com/maps/place/As+Gurias+do+Pier/data=!4m7!3m6!1s0x951c19a57bba2b8d:0x9fe609fcc8e5e9f8!8m2!3d-29.2929129!4d-51.4980569!16s%2Fg%2F11swqx2bzl!19sChIJjSu6e6UZHJUR-OnlyPwJ5p8?authuser=0&hl=pt-PT&rclk=1,+55 51 98620-1283
Clínica de Fisioterapia C Barbosa,https://business.google.com/create?fp=2920388255639599080&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"466, R. Dr. Carlos Barbosa, 304 - Centro, Carlos Barbosa - RS, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+de+Fisioterapia+C+Barbosa/data=!4m7!3m6!1s0x951c19ee7f0e81d7:0x28874da5479ef7e8!8m2!3d-29.2964881!4d-51.4997377!16s%2Fg%2F1ydkbjpfj!19sChIJ14EOf-4ZHJUR6PeeR6VNhyg?authuser=0&hl=pt-PT&rclk=1,
B.Corps Estética Avançada,,"Av. Carlos Gomes, 1001 - sala 506 - Auxiliadora, Porto Alegre - RS, 90480-004, Brasil",https://www.google.com/maps/place/B.Corps+Est%C3%A9tica+Avan%C3%A7ada/data=!4m7!3m6!1s0x9519794f7db69d15:0x1899298c7b13d0a0!8m2!3d-30.030914!4d-51.1809178!16s%2Fg%2F11pxs7bnhj!19sChIJFZ22fU95GZURoNATe4wpmRg?authuser=0&hl=pt-PT&rclk=1,+55 51 99201-3113
Espaço Vittal,http://bit.ly/espaco_vittal,"Avenida Carlos Gomes, 403 Salas 405, 805 e 808 - Auxiliadora, Porto Alegre - RS, 90480-000, Brasil",https://www.google.com/maps/place/Espa%C3%A7o+Vittal/data=!4m7!3m6!1s0x951979a726cc93db:0xca118dc5410af810!8m2!3d-30.0254236!4d-51.1831659!16s%2Fg%2F11nyvnkt9n!19sChIJ25PMJqd5GZUREPgKQcWNEco?authuser=0&hl=pt-PT&rclk=1,+55 51 99938-1983
Bioessencial Estética - Urban Concept Carlos Gomes,http://www.bioessencial.com/,"Av. Carlos Gomes, 1492 - sala 1205 - Três Figueiras, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/Bioessencial+Est%C3%A9tica+-+Urban+Concept+Carlos+Gomes/data=!4m7!3m6!1s0x9519776e26bed851:0xb4749cfb57122673!8m2!3d-30.0337988!4d-51.1775263!16s%2Fg%2F11ry0j_kxw!19sChIJUdi-Jm53GZURcyYSV_ucdLQ?authuser=0&hl=pt-PT&rclk=1,+55 51 98039-7719
Lefah Saúde e Beleza,"https://wa.me/5551996833217?text=Oi%20Rafa,%20quero%20agendar%20","Av. Carlos Gomes, 1998 - Térreo - Três Figueiras, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/Lefah+Sa%C3%BAde+e+Beleza/data=!4m7!3m6!1s0x951977c313e9259f:0x87a357eaee352116!8m2!3d-30.037012!4d-51.1741073!16s%2Fg%2F11gnprfjbt!19sChIJnyXpE8N3GZURFiE17upXo4c?authuser=0&hl=pt-PT&rclk=1,+55 51 99683-3217
Estética Carla Grabinski,https://www.instagram.com/carlagrabinskiestetica/,"Av. Carlos Gomes, 75 e - Sala 302 - Auxiliadora, Porto Alegre - RS, 90480-003, Brasil",https://www.google.com/maps/place/Est%C3%A9tica+Carla+Grabinski/data=!4m7!3m6!1s0x9519790fa6982723:0xb1c03be7f5745870!8m2!3d-30.0228915!4d-51.1844321!16s%2Fg%2F11bvt8mhvr!19sChIJIyeYpg95GZURcFh09ec7wLE?authuser=0&hl=pt-PT&rclk=1,+55 51 99225-3117
Clínica Scienza,http://api.whatsapp.com/send?phone=5551997671909,"Av. Plínio Brasil Milano, 757 - Sala 404 - Higienópolis, Porto Alegre - RS, 90520-002, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Scienza/data=!4m7!3m6!1s0x9519793a39c8dca5:0xb89fefe9a2ba4802!8m2!3d-30.0219462!4d-51.1835792!16s%2Fg%2F11f7r06g4y!19sChIJpdzIOTp5GZURAki6ounvn7g?authuser=0&hl=pt-PT&rclk=1,+55 51 99767-1909
Clínica Carlos Gomes de Cirurgia Plástica,https://business.google.com/create?fp=7051741189420955509&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Av. Carlos Gomes, 403 - Auxiliadora, Porto Alegre - RS, 90480-003, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Carlos+Gomes+de+Cirurgia+Pl%C3%A1stica/data=!4m7!3m6!1s0x9519782b346c4bc1:0x61dcd140036d3775!8m2!3d-30.0254149!4d-51.1831198!16s%2Fg%2F11h4lk5q7x!19sChIJwUtsNCt4GZURdTdtA0DR3GE?authuser=0&hl=pt-PT&rclk=1,+55 51 3018-1291
CLINICA FRIEDRICH,http://www.drmauriciofriedrich.com.br/,"AV CARLOS GOMES 258/cj 701 702 703 - Petrópolis, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/CLINICA+FRIEDRICH/data=!4m7!3m6!1s0x9519793b14d330c9:0xdc446bf494936b1e!8m2!3d-30.0241157!4d-51.1828048!16s%2Fg%2F11gy6372p4!19sChIJyTDTFDt5GZURHmuTlPRrRNw?authuser=0&hl=pt-PT&rclk=1,+55 51 98414-0107
Clínica Lorenzini,http://www.clinicalorenzini.com.br/,"Av. Carlos Gomes, 700 - Sal 712 - Boa Vista, Porto Alegre - RS, 90480-000, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Lorenzini/data=!4m7!3m6!1s0x9519782a448fc0b5:0x6751f735953b6fee!8m2!3d-30.0277323!4d-51.1812311!16s%2Fg%2F11cmz2l_0p!19sChIJtcCPRCp4GZUR7m87lTX3UWc?authuser=0&hl=pt-PT&rclk=1,+55 51 3239-4856
Matiz Reabilitação Oral,http://clinicamatiz.com.br/,"Av. Carlos Gomes, 1492/507 - Três Figueiras, Porto Alegre - RS, 90480-001, Brasil",https://www.google.com/maps/place/Matiz+Reabilita%C3%A7%C3%A3o+Oral/data=!4m7!3m6!1s0x951977d5b1e4735b:0xebabaf111d94daf9!8m2!3d-30.033836!4d-51.1776978!16s%2Fg%2F11t7_mwzj1!19sChIJW3PksdV3GZUR-dqUHRGvq-s?authuser=0&hl=pt-PT&rclk=1,+55 51 99549-5342
Dra Tatiane Machado,https://www.instagram.com/dra.tatianemachado/,"Av. Carlos Gomes, 1492 - sala 303 - Auxiliadora, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/Dra+Tatiane+Machado/data=!4m7!3m6!1s0x951977f4bd10f79d:0x964f976ffd351f64!8m2!3d-30.0338762!4d-51.1776772!16s%2Fg%2F11ry397tn0!19sChIJnfcQvfR3GZURZB81_W-XT5Y?authuser=0&hl=pt-PT&rclk=1,+55 51 98044-9313
"Clínica Dermond - Dermatologia, Odontologia e Cirurgia Plástica em Porto Alegre",,"Av. Carlos Gomes, 1492 - sala 1107 - Petrópolis, Porto Alegre - RS, 90480-001, Brasil","https://www.google.com/maps/place/Cl%C3%ADnica+Dermond+-+Dermatologia,+Odontologia+e+Cirurgia+Pl%C3%A1stica+em+Porto+Alegre/data=!4m7!3m6!1s0x95197829c2533e8f:0x3dab80e5a1e921a5!8m2!3d-30.033907!4d-51.177824!16s%2Fg%2F11c6cj8fz4!19sChIJjz5Twil4GZURpSHpoeWAqz0?authuser=0&hl=pt-PT&rclk=1",+55 51 3573-0611
Clínica Deos,http://clinicadeos.com.br/contato/,"Av. Carlos Gomes, 700, 1407 - Auxiliadora, Porto Alegre - RS, 90480-001, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Deos/data=!4m7!3m6!1s0x9519782a503f72f5:0xc39750f976eb0fe0!8m2!3d-30.0276893!4d-51.1811527!16s%2Fg%2F11b6b5r_cb!19sChIJ9XI_UCp4GZUR4A_rdvlQl8M?authuser=0&hl=pt-PT&rclk=1,+55 51 3330-8549
Clínica Priorité,https://business.google.com/create?fp=11274373314537218393&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Av. Carlos Gomes - Três Figueiras, Porto Alegre - RS, 90480-001, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Priorit%C3%A9/data=!4m7!3m6!1s0x95197787dbd6cfe1:0x9c769ecb9e226159!8m2!3d-30.0338367!4d-51.177735!16s%2Fg%2F11c58rcp_1!19sChIJ4c_W24d3GZURWWEinsuedpw?authuser=0&hl=pt-PT&rclk=1,+55 51 3573-6500
Dr. Calvície - Transplante Capilar FUE,https://drcalvicie.com.br/,"Av. Carlos Gomes, 2012 - sala 305 - Três Figueiras, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/Dr.+Calv%C3%ADcie+-+Transplante+Capilar+FUE/data=!4m7!3m6!1s0x9519773f5447530f:0x123d7bc18b3af39e!8m2!3d-30.0371844!4d-51.173944!16s%2Fg%2F11tjk8plx2!19sChIJD1NHVD93GZURnvM6i8F7PRI?authuser=0&hl=pt-PT&rclk=1,+55 51 98062-2269
INSTITUTO ROESSLER,https://api.whatsapp.com/send?phone=5551992793465&text=Seja%20Bem%20Vindo%20a%20Smile%20Club!%20,"Av. Carlos Gomes, 258 - Sala 502 - Petrópolis, Porto Alegre - RS, 90480-000, Brasil",https://www.google.com/maps/place/INSTITUTO+ROESSLER/data=!4m7!3m6!1s0x95197709365f02c7:0x55ff10a054191255!8m2!3d-30.0241999!4d-51.1827354!16s%2Fg%2F11d_yb7pqx!19sChIJxwJfNgl3GZURVRIZVKAQ_1U?authuser=0&hl=pt-PT&rclk=1,+55 51 99301-7984
Centro Empresarial Carlos Gomes,https://business.google.com/create?fp=18331899789083200455&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Av. Carlos Gomes, 1998 - Três Figueiras, Porto Alegre - RS, 90480-000, Brasil",https://www.google.com/maps/place/Centro+Empresarial+Carlos+Gomes/data=!4m7!3m6!1s0x9519778c07552539:0xfe67fdbb4a5ccbc7!8m2!3d-30.0370706!4d-51.1741434!16s%2Fg%2F1pv5yqk1n!19sChIJOSVVB4x3GZURx8tcSrv9Z_4?authuser=0&hl=pt-PT&rclk=1,
Dr. Mauro Scarpini,http://msortodontia.com.br/fale-conosco/,"Av. Carlos Gomes 777 – Salas 1605/1606 - Auxiliadora, Porto Alegre - RS, 91430-350, Brasil",https://www.google.com/maps/place/Dr.+Mauro+Scarpini/data=!4m7!3m6!1s0x9519782a31c00001:0x1ae33ca5642cab36!8m2!3d-30.0289134!4d-51.1816608!16s%2Fg%2F11grbvz99x!19sChIJAQDAMSp4GZURNqssZKU84xo?authuser=0&hl=pt-PT&rclk=1,+55 51 3222-3132
Clínicas Volk - Transplante Capilar FUE,https://www.clinicasvolk.com.br/contato/,"Av. Carlos Gomes, 2012 - sala 305 - Três Figueiras, Porto Alegre - RS, 90480-002, Brasil",https://www.google.com/maps/place/Cl%C3%ADnicas+Volk+-+Transplante+Capilar+FUE/data=!4m7!3m6!1s0x951979f26c256f49:0x2c448eba96fc3ea9!8m2!3d-30.0371844!4d-51.173944!16s%2Fg%2F11f732x_nc!19sChIJSW8lbPJ5GZURqT78lrqORCw?authuser=0&hl=pt-PT&rclk=1,+55 51 99608-9739
SouSmile,https://www.sousmile.com/,"Av. Carlos Gomes, 777 - 1605/1606 - Bela Vista, Porto Alegre - RS, 90480-003, Brasil",https://www.google.com/maps/place/SouSmile/data=!4m7!3m6!1s0x9519776e9339d12d:0xdfab2c4c27847438!8m2!3d-30.0289134!4d-51.1816608!16s%2Fg%2F11qnbfh46_!19sChIJLdE5k253GZUROHSEJ0wsq98?authuser=0&hl=pt-PT&rclk=1,+55 11 93305-8978
Cantinho da Fabi,,"R. Sarmento Leite, 1098 - Cidade Baixa, Porto Alegre - RS, 90050-170, Brasil",https://www.google.com/maps/place/Cantinho+da+Fabi/data=!4m7!3m6!1s0x951979943fdc47e1:0x742ff42840e32d83!8m2!3d-30.0383768!4d-51.2243502!16s%2Fg%2F11t7ygxflf!19sChIJ4UfcP5R5GZURgy3jQCj0L3Q?authuser=0&hl=pt-PT&rclk=1,+55 51 98357-0885
Clínica de Estética GiOlaser - Depilação a Laser,https://www.giolaserpoahigienopolis.com.br/,"Av. Cristóvão Colombo, 3709 - Floresta, Porto Alegre - RS, 90560-005, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+de+Est%C3%A9tica+GiOlaser+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m7!3m6!1s0x951979584a0f3019:0x3be293fc13a72091!8m2!3d-30.0172273!4d-51.1829241!16s%2Fg%2F11p67_m7tz!19sChIJGTAPSlh5GZURkSCnE_yT4js?authuser=0&hl=pt-PT&rclk=1,+55 51 3407-4088
Clínica de Estética GiOlaser - Depilação a Laser,https://www.giolaser.com.br/porto-alegre-auxiliadora/,"R. 24 de Outubro, 1321 - Auxiliadora, Porto Alegre - RS, 90510-003, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+de+Est%C3%A9tica+GiOlaser+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m7!3m6!1s0x951979924eea0fd3:0x9c643bec4e771056!8m2!3d-30.0227104!4d-51.1954931!16s%2Fg%2F11lm1nlz9d!19sChIJ0w_qTpJ5GZURVhB3Tuw7ZJw?authuser=0&hl=pt-PT&rclk=1,+55 51 3019-1216
Clínica Weiss | Dermatologistas em Porto Alegre,https://api.whatsapp.com/send?phone=5551981829443,"R. Hilário Ribeiro, 202/505 - Moinhos de Vento, Porto Alegre - RS, 90510-040, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Weiss+%7C+Dermatologistas+em+Porto+Alegre/data=!4m7!3m6!1s0x951979b7200bf0d3:0x2c4bb645220ed921!8m2!3d-30.0250377!4d-51.2045021!16s%2Fg%2F1vl9snn2!19sChIJ0_ALILd5GZURIdkOIkW2Syw?authuser=0&hl=pt-PT&rclk=1,+55 51 3395-1166
Laser CO2 Fracionado - Clínica Leger,https://www.laserco2fracionado.com.br/atendimento-online/,"R. Dr. Guimarães Rosa, 155 - Boa Vista, Porto Alegre - RS, 91030-530, Brasil",https://www.google.com/maps/place/Laser+CO2+Fracionado+-+Cl%C3%ADnica+Leger/data=!4m7!3m6!1s0x9519798907e6e79d:0xa09e1e22b11cda9e!8m2!3d-30.0231454!4d-51.1824516!16s%2Fg%2F11h76lfb6k!19sChIJnefmB4l5GZURntocsSIenqA?authuser=0&hl=pt-PT&rclk=1,+55 51 4063-8333
"Dermatologia, Medicina e Estética Dra. Telma Giordani",https://dratelmagiordani.com.br/contato,"Av. Dr. Nilo Peçanha, 2825 - Sala 1201 - Chácara das Pedras, Porto Alegre - RS, 91330-001, Brasil","https://www.google.com/maps/place/Dermatologia,+Medicina+e+Est%C3%A9tica+Dra.+Telma+Giordani/data=!4m7!3m6!1s0x951977975ba0aa45:0x3336e3274571bb17!8m2!3d-30.0283733!4d-51.1629101!16s%2Fg%2F11g889rp51!19sChIJRaqgW5d3GZURF7txRSfjNjM?authuser=0&hl=pt-PT&rclk=1",+55 51 3557-5766
Cuide do Hálito,https://cuidedohalito.com.br/,"R. Gen. Lima e Silva, 809 - 02 - Centro Histórico, Porto Alegre - RS, 90050-101, Brasil",https://www.google.com/maps/place/Cuide+do+H%C3%A1lito/data=!4m7!3m6!1s0x951979fe832e65eb:0x78974ab0973d4b0e!8m2!3d-30.039753!4d-51.219855!16s%2Fg%2F11g0h49ttw!19sChIJ62Uug_55GZURDks9l7BKl3g?authuser=0&hl=pt-PT&rclk=1,+55 51 99214-9690
Vitta Centro de Bem-Estar Físico,http://bit.ly/ContatoVitta,"Av. Itajaí, 310 - Petrópolis, Porto Alegre - RS, 90470-140, Brasil",https://www.google.com/maps/place/Vitta+Centro+de+Bem-Estar+F%C3%ADsico/data=!4m7!3m6!1s0x9519782c6a761649:0xa9cc1f93938742a5!8m2!3d-30.0365275!4d-51.1845293!16s%2Fg%2F1thfgm0s!19sChIJSRZ2aix4GZURpUKHk5MfzKk?authuser=0&hl=pt-PT&rclk=1,+55 51 3333-6135
Clínica Dra Niélli Souza,https://api.whatsapp.com/send?phone=5551982900207&text=Ol%C3%A1!%20Podemos%20conversar%3F,"R. Saldanha Marinho, 33 - sala 605 - Menino Deus, Porto Alegre - RS, 90160-240, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Dra+Ni%C3%A9lli+Souza/data=!4m7!3m6!1s0x951978f54788c6ef:0x877620cbee7e8a5e!8m2!3d-30.057808!4d-51.2226073!16s%2Fg%2F11ddzw7htp!19sChIJ78aIR_V4GZURXop-7ssgdoc?authuser=0&hl=pt-PT&rclk=1,+55 51 98290-0207
Salão de Beleza Day By Day,https://www.instagram.com/salaodaybyday?igsh=NW5mNGxtN2Q0Ympn,"R. 24 de Outubro, 636 - loja 07 - Moinhos de Vento, Porto Alegre - RS, 90510-000, Brasil",https://www.google.com/maps/place/Sal%C3%A3o+de+Beleza+Day+By+Day/data=!4m7!3m6!1s0x9519790055c51e8f:0x22d2891ca189bd4a!8m2!3d-30.0251399!4d-51.2020313!16s%2Fg%2F11y74s3fj8!19sChIJjx7FVQB5GZURSr2JoRyJ0iI?authuser=0&hl=pt-PT&rclk=1,+55 51 99111-1705
Doctor Saúde Integrada,https://ckb1.short.gy/Agendamento_Online,"R. dos Andradas, 1155 - sala 101 - Centro Histórico, Porto Alegre - RS, 90020-015, Brasil",https://www.google.com/maps/place/Doctor+Sa%C3%BAde+Integrada/data=!4m7!3m6!1s0x9519790fbbe7d75d:0x7dc22b9ef363240c!8m2!3d-30.0302449!4d-51.2300682!16s%2Fg%2F11f50x3q18!19sChIJXdfnuw95GZURDCRj854rwn0?authuser=0&hl=pt-PT&rclk=1,+55 51 4066-8111
Dr. César Bimbi - Dermatologista,http://dermatologiacesarbimbi.com.br/contato,"R. 24 de Outubro, 111 - Sala 502 - Moinhos de Vento, Porto Alegre - RS, 90510-002, Brasil",https://www.google.com/maps/place/Dr.+C%C3%A9sar+Bimbi+-+Dermatologista/data=!4m7!3m6!1s0x9519790f48c36b35:0x68e2a45c07332c67!8m2!3d-30.028389!4d-51.2062381!16s%2Fg%2F1xcbqsqt!19sChIJNWvDSA95GZURZywzB1yk4mg?authuser=0&hl=pt-PT&rclk=1,+55 51 3228-8124
GiOlaser,https://www.giolaser.com.br/unidade/vila-assuncao/,"Av. Wenceslau Escobar, 1801 - LOJA 02 - Tristeza, Porto Alegre - RS, 91900-000, Brasil",https://www.google.com/maps/place/GiOlaser/data=!4m7!3m6!1s0x951983e274cdca87:0x2ddfbb4882788a16!8m2!3d-30.1043767!4d-51.2538139!16s%2Fg%2F11rqpfhmx4!19sChIJh8rNdOKDGZURFop4gki73y0?authuser=0&hl=pt-PT&rclk=1,+55 51 3110-3034
